precision,recall,f1-score,support
0.2857142857142857,1.0,0.4444444444444444,2.0
0.0,0.0,0.0,5.0
0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
0.14285714285714285,0.5,0.2222222222222222,7.0
0.08163265306122448,0.2857142857142857,0.12698412698412698,7.0
